_id,Scenario,Sacrifice,UserID,Session_id,Scenario_order,Template,answerLeft,lang,seenOther,country_code,country_full
CA2jECXL4vRXE2h6t,Footbridge,Yes,04ce2cd8_2776170802506632,119321663-2.77617080251e+15,3,Desktop,FALSE,en,FALSE,US,United States
CF3CtJPa2X23zGRj3,Footbridge,Yes,3dc677a2_9547622322333926,-265304694-9.54762232233e+15,2,Desktop,TRUE,en,TRUE,US,United States
hidobxM4etgifqHkc,Switch,Yes,3dc677a2_9547622322333926,-265304694-9.54762232233e+15,3,Desktop,TRUE,en,TRUE,US,United States
tGDMCyQpgEn7izwQJ,Footbridge,Yes,ae0b15ed_9408284339146842,-672286860-9.40828433915e+15,1,Desktop,TRUE,en,TRUE,US,United States
dREZAMCLZ7XnTSNwp,Switch,Yes,ae0b15ed_9408284339146842,-672286860-9.40828433915e+15,3,Desktop,FALSE,en,TRUE,US,United States
FqjqmNfJEozdyTYu4,Footbridge,Yes,c0eff440_8032381707399746,654200025-8.0323817074e+15,1,Desktop,FALSE,en,TRUE,US,United States
mDXoFK4xqQ6oWzf5k,Switch,Yes,c0eff440_8032381707399746,654200025-8.0323817074e+15,3,Desktop,TRUE,en,TRUE,US,United States
ocCYE2rz8zggQnNFB,Switch,Yes,c0eff440_8032381707399746,744696407-8.0323817074e+15,1,Desktop,TRUE,en,TRUE,US,United States
grZ257ap99ddXYYT6,Footbridge,Yes,c0eff440_8032381707399746,744696407-8.0323817074e+15,2,Desktop,FALSE,en,TRUE,US,United States
wpZRcby5fnLAM6S4W,Footbridge,Yes,43d96540_9334154490335622,1594731187-9.33415449034e+15,1,Desktop,TRUE,en,TRUE,US,United States
ZSEagBJ9TbF5T9P2d,Switch,Yes,43d96540_9334154490335622,1594731187-9.33415449034e+15,2,Desktop,TRUE,en,TRUE,US,United States
kewrBhTnqjW6oQn8g,Switch,Yes,43d96540_9334154490335622,366297737-9.33415449034e+15,2,Desktop,FALSE,en,TRUE,US,United States
ct8KnNKW5Jnt5dQHT,Footbridge,Yes,43d96540_9334154490335622,366297737-9.33415449034e+15,3,Desktop,FALSE,en,TRUE,US,United States
nqNBzTPc3zWBG9yhg,Switch,Yes,e170b6af_1692065903362207,1658995162-1.69206590336e+15,2,Desktop,FALSE,en,FALSE,US,United States
oFGeJQEfxsfMAX7qh,Footbridge,Yes,e170b6af_1692065903362207,1658995162-1.69206590336e+15,3,Desktop,FALSE,en,FALSE,US,United States
jTA5zejeyWuT6k4Jx,Footbridge,Yes,d6bece2a_5294182609278351,-1750675753-5.29418260928e+15,1,Desktop,TRUE,en,TRUE,US,United States
JgHGqa96XAv5xy8yL,Switch,Yes,d6bece2a_5294182609278351,-1750675753-5.29418260928e+15,2,Desktop,TRUE,en,TRUE,US,United States
J8BgMdLbgY5nRekR2,Switch,Yes,3957d8cc_4421443360464918,-570217383-4.42144336046e+15,1,Desktop,TRUE,en,TRUE,US,United States
aqNXpjaPknBtsG54G,Footbridge,Yes,3957d8cc_4421443360464918,-570217383-4.42144336046e+15,3,Desktop,TRUE,en,TRUE,US,United States
LyBAyEyGHrJ9j2kCC,Footbridge,Yes,3957d8cc_4421443360464918,-490465458-4.42144336046e+15,2,Desktop,FALSE,en,TRUE,US,United States
Q5fdu9GJ8MFvx9cpH,Switch,Yes,3957d8cc_4421443360464918,-490465458-4.42144336046e+15,3,Desktop,TRUE,en,TRUE,US,United States
jSaLgtmwctFRMtEiB,Switch,Yes,98e2e173_2922786666322103,192501045-2.92278666632e+15,2,Desktop,TRUE,es,TRUE,US,United States
iD7PCXva76SEcz2LY,Footbridge,Yes,98e2e173_2922786666322103,192501045-2.92278666632e+15,3,Desktop,TRUE,es,TRUE,US,United States
rD2yzMbMAmRN2dqkM,Switch,No,ea6d66e3_4342637123540103,-98083155-4.34263712354e+15,1,Desktop,FALSE,en,TRUE,US,United States
xH5HWTYfKERokyT45,Footbridge,No,ea6d66e3_4342637123540103,-98083155-4.34263712354e+15,3,Desktop,FALSE,en,TRUE,US,United States
jvGigbkk6YHE33FQe,Footbridge,No,00d4b343_8371807231186290,1248711513-8.37180723119e+15,2,Desktop,FALSE,en,TRUE,US,United States
MEQybkNBcq9gS59sm,Switch,Yes,00d4b343_8371807231186290,1307819674-8.37180723119e+15,1,Desktop,FALSE,en,FALSE,US,United States
oCCcZtToaGHPxD7HM,Footbridge,No,51505aea_6070257720198182,-1367187099-6.0702577202e+15,2,Desktop,TRUE,en,TRUE,US,United States
9nPj2d2pRbbSRSHne,Footbridge,No,00d4b343_8371807231186290,1307819674-8.37180723119e+15,2,Desktop,FALSE,en,FALSE,US,United States
LSKiTYXsS2ZxDYiqv,Switch,Yes,51505aea_6070257720198182,-1367187099-6.0702577202e+15,3,Desktop,FALSE,en,TRUE,US,United States
kWuANPQcAxWi6PtoD,Footbridge,Yes,f454bc09_3140922042145868,406073867-3.14092204215e+15,1,Mobile,TRUE,en,TRUE,US,United States
ky4SfJsBKvkuppprn,Switch,Yes,f454bc09_3140922042145868,406073867-3.14092204215e+15,2,Mobile,FALSE,en,TRUE,US,United States
R2vdANhuoGT3RKjv7,Switch,Yes,47cbf35e_1285304083422598,1031863940-1.28530408342e+15,1,Desktop,TRUE,en,TRUE,US,United States
2v9nYCAhBSg6Hm8xk,Footbridge,Yes,47cbf35e_1285304083422598,1031863940-1.28530408342e+15,3,Desktop,TRUE,en,TRUE,US,United States
mqqquJD4Ja6jrQSN7,Footbridge,Yes,99355d9f_3585381010045190,-1758902780-3.58538101005e+15,1,Desktop,FALSE,en,TRUE,US,United States
GP6xTLEPrLGDmMbMW,Switch,Yes,99355d9f_3585381010045190,-1758902780-3.58538101005e+15,3,Desktop,TRUE,en,TRUE,US,United States
WGzBryAcwAsWtGGGo,Switch,Yes,9837337a_7856639017848094,520582416-7.85663901785e+15,1,Desktop,FALSE,en,FALSE,US,United States
uCSuyqXzRYXXcpve4,Footbridge,Yes,9837337a_7856639017848094,520582416-7.85663901785e+15,2,Desktop,FALSE,en,FALSE,US,United States
SAt5qYiB3r84qD3y6,Switch,Yes,9a25cbfe_7903128444452426,-78352285-7.90312844445e+15,2,Desktop,FALSE,en,TRUE,US,United States
ZPf5ZSoow9Ft6sQgz,Footbridge,Yes,9a25cbfe_7903128444452426,-78352285-7.90312844445e+15,3,Desktop,TRUE,en,TRUE,US,United States
BHWtdj89vepcXLSY4,Footbridge,Yes,ac85ad4b_1585457716335040,-1138601754-1.58545771634e+15,2,Desktop,FALSE,en,FALSE,US,United States
DCiiDbFmGBFNWdg8i,Switch,Yes,ac85ad4b_1585457716335040,-1138601754-1.58545771634e+15,3,Desktop,FALSE,en,FALSE,US,United States
CbjfuByBimmzeoyMj,Footbridge,Yes,ac85ad4b_1585457716335040,-1742818118-1.58545771634e+15,2,Desktop,FALSE,en,TRUE,US,United States
Ryss8dGukd9fZhzJM,Switch,Yes,ac85ad4b_1585457716335040,-1742818118-1.58545771634e+15,3,Desktop,TRUE,en,TRUE,US,United States
CKCetWaZxnga83ZPG,Footbridge,No,ac85ad4b_1585457716335040,-769428846-1.58545771634e+15,1,Desktop,FALSE,en,TRUE,US,United States
FwiTLsbgeHzXRQ3LM,Switch,No,ac85ad4b_1585457716335040,-769428846-1.58545771634e+15,2,Desktop,TRUE,en,TRUE,US,United States
ac5iGmXZapFHKNLY7,Switch,Yes,80c15fdc_1324111595759491,-1181659010-1.32411159576e+15,1,Desktop,TRUE,en,TRUE,US,United States
Mux8o5oJF8W8kiaQB,Footbridge,Yes,80c15fdc_1324111595759491,-1181659010-1.32411159576e+15,2,Desktop,TRUE,en,TRUE,US,United States
dmo4aQbzygWdchP7b,Switch,Yes,59c5182c_5912487375599502,1510434256-5.9124873756e+15,1,Desktop,TRUE,en,TRUE,US,United States
fybJhQgnmAc7op7tS,Footbridge,No,59c5182c_5912487375599502,1510434256-5.9124873756e+15,2,Desktop,TRUE,en,TRUE,US,United States
Fpm4taeNnL28siKkN,Switch,No,3aeea080_7106513941205189,1101867294-7.10651394121e+15,1,Desktop,FALSE,en,TRUE,US,United States
DLXzoBe65fSFzjokF,Footbridge,No,3aeea080_7106513941205189,1101867294-7.10651394121e+15,3,Desktop,TRUE,en,TRUE,US,United States
8aS593vFTNSJtuA7z,Footbridge,Yes,31d4cde2_3643965252377515,1116012973-3.64396525238e+15,1,Desktop,FALSE,en,TRUE,US,United States
LMDgPB4t4b3sq65RN,Switch,No,31d4cde2_3643965252377515,1116012973-3.64396525238e+15,3,Desktop,FALSE,en,TRUE,US,United States
tL5qQqwruT5XSvrmH,Switch,Yes,c1ba26c5_415095168991364,958806687-4.15095168991e+14,1,Desktop,TRUE,en,TRUE,US,United States
quNbBry6HcjZ863bm,Footbridge,Yes,c1ba26c5_415095168991364,958806687-4.15095168991e+14,2,Desktop,TRUE,en,TRUE,US,United States
uyMYdXAvrzDM8Asor,Switch,Yes,c1ba26c5_415095168991364,1107494650-4.15095168991e+14,1,Desktop,FALSE,en,TRUE,US,United States
s4AhLytk6d5eEKafz,Footbridge,Yes,c1ba26c5_415095168991364,1107494650-4.15095168991e+14,2,Desktop,FALSE,en,TRUE,US,United States
TjH2b3T82yWbWn595,Footbridge,Yes,0d1cebd6_2360804677343613,-239428332-2.36080467734e+15,1,Desktop,TRUE,en,TRUE,US,United States
djZ5BwHDeW4quHtHF,Switch,Yes,0d1cebd6_2360804677343613,-239428332-2.36080467734e+15,3,Desktop,FALSE,en,TRUE,US,United States
vCBx5TPJh2ifYGxu3,Footbridge,No,be88f38f_3660822681695239,-630299212-3.6608226817e+15,1,Desktop,FALSE,en,TRUE,US,United States
DgJTPBFx9YRY2SWdG,Footbridge,No,38e83914_1404442294003425,-1569402022-1.404442294e+15,2,Mobile,FALSE,en,TRUE,US,United States
34Zsw8s3EgdThRueR,Switch,Yes,38e83914_1404442294003425,-1569402022-1.404442294e+15,3,Mobile,TRUE,en,TRUE,US,United States
Cqry6xpw5vBiTwwvN,Footbridge,No,9bd7957d_9401700634528944,892047690-9.40170063453e+15,1,Desktop,TRUE,en,TRUE,US,United States
yjbybjmjeGRqe4eai,Switch,Yes,9bd7957d_9401700634528944,892047690-9.40170063453e+15,2,Desktop,TRUE,en,TRUE,US,United States
6wTfrQmhD4dxjKerC,Switch,Yes,b6ddf142_8632279181069717,1344125354-8.63227918107e+15,1,Desktop,TRUE,en,TRUE,US,United States
7xnDEWTkx9e47At7R,Footbridge,Yes,b6ddf142_8632279181069717,1344125354-8.63227918107e+15,3,Desktop,TRUE,en,TRUE,US,United States
r3mLJyc3hGk6eAMqc,Footbridge,Yes,9bd7957d_9401700634528944,1777708234-9.40170063453e+15,2,Desktop,FALSE,en,TRUE,US,United States
gnqMmwTWoXdc8argj,Switch,Yes,9bd7957d_9401700634528944,1777708234-9.40170063453e+15,3,Desktop,FALSE,en,TRUE,US,United States
MngoQs3RMidRkQTAA,Footbridge,No,18b4ebae_5145840464794027,-145046499-5.14584046479e+15,2,Desktop,FALSE,en,TRUE,US,United States
dkAYe9DFawHdBpXnz,Switch,No,18b4ebae_5145840464794027,-1947304408-5.14584046479e+15,1,Desktop,FALSE,en,TRUE,US,United States
yudWSdpSoH5Zpss5R,Footbridge,Yes,12504303_7805327542938170,1984472763-7.80532754294e+15,2,Desktop,FALSE,en,TRUE,US,United States
6x5sFXdfhx4M9gJFC,Switch,Yes,12504303_7805327542938170,1984472763-7.80532754294e+15,3,Desktop,FALSE,en,TRUE,US,United States
tLtveXYmaZz4otoSQ,Switch,Yes,09251cec_9336848885533154,379524926-9.33684888553e+15,1,Desktop,FALSE,en,FALSE,US,United States
jGX9aGqmpgLn5oKRe,Switch,Yes,09251cec_9336848885533154,1267951944-9.33684888553e+15,2,Desktop,FALSE,en,FALSE,US,United States
Kgpd4NSEMzdtC2TCs,Footbridge,Yes,09251cec_9336848885533154,1267951944-9.33684888553e+15,3,Desktop,TRUE,en,FALSE,US,United States
9Bkww5TXo3iMApTNL,Switch,Yes,09251cec_9336848885533154,1384315771-9.33684888553e+15,2,Desktop,TRUE,en,FALSE,US,United States
hHFs7D8QWs7M46pNs,Footbridge,Yes,09251cec_9336848885533154,1384315771-9.33684888553e+15,3,Desktop,FALSE,en,FALSE,US,United States
pBftcuM8LiBRxZYD2,Switch,Yes,bfbcd17e_8726203183773256,-1096128609-8.72620318377e+15,1,Mobile,TRUE,en,TRUE,US,United States
6s8k5faeRuEJpaBNJ,Switch,Yes,bfbcd17e_8726203183773256,-265881332-8.72620318377e+15,1,Mobile,FALSE,en,FALSE,US,United States
KkK6TPy8ic8d6Bsvn,Footbridge,Yes,bfbcd17e_8726203183773256,-265881332-8.72620318377e+15,3,Mobile,TRUE,en,FALSE,US,United States
LxaLhTfk5PL7G7znn,Footbridge,Yes,d3f57e90_5624551250060499,493619180-5.62455125006e+15,1,Desktop,TRUE,en,FALSE,US,United States
r5xFwpc5pg2rAwbQh,Switch,No,d3f57e90_5624551250060499,1209352639-5.62455125006e+15,1,Desktop,FALSE,en,TRUE,US,United States
3rHQEMMYumGQuwzwd,Footbridge,Yes,d3f57e90_5624551250060499,1209352639-5.62455125006e+15,3,Desktop,TRUE,en,TRUE,US,United States
BytiYZwqFW2qhBWkC,Switch,Yes,d57984b9_1429967128995346,-823457742-1.429967129e+15,1,Desktop,TRUE,en,FALSE,US,United States
n2szPGaLZwYp2vkJn,Footbridge,No,d57984b9_1429967128995346,-823457742-1.429967129e+15,3,Desktop,TRUE,en,FALSE,US,United States
DThHZpJCqu9umoqoH,Switch,Yes,8b3a1d63_5163161567306505,1188311375-5.16316156731e+15,1,Desktop,TRUE,en,TRUE,US,United States
RydQJkn2uf7yRJE6h,Footbridge,Yes,8b3a1d63_5163161567306505,1188311375-5.16316156731e+15,3,Desktop,TRUE,en,TRUE,US,United States
GbTP9agsPDni6PRL4,Switch,Yes,33f704c9_7351195739536298,448924748-7.35119573954e+15,1,Desktop,TRUE,en,TRUE,US,United States
MBCazC4HQwQDZ24aJ,Footbridge,Yes,33f704c9_7351195739536298,448924748-7.35119573954e+15,2,Desktop,TRUE,en,TRUE,US,United States
fETPYPyqp8wB2rME3,Footbridge,Yes,f8408e61_3667247759118370,-1385313390-3.66724775912e+15,2,Desktop,FALSE,en,TRUE,US,United States
orvwyQdRnSHa8Deac,Footbridge,Yes,0b81be1f_8790509523837254,-385172974-8.79050952384e+15,2,Desktop,FALSE,en,TRUE,US,United States
Jw3SBj7g3dDxtsZq5,Switch,Yes,0b81be1f_8790509523837254,-385172974-8.79050952384e+15,3,Desktop,FALSE,en,TRUE,US,United States
SFzKB4LLkPZTcJAN4,Footbridge,Yes,0b81be1f_8790509523837254,-40841071-8.79050952384e+15,1,Desktop,TRUE,en,TRUE,US,United States
YQkFpMbqXQ2EKkXZL,Switch,Yes,0b81be1f_8790509523837254,-40841071-8.79050952384e+15,2,Desktop,FALSE,en,TRUE,US,United States
QMEz7hDPC6Ds3Y25m,Footbridge,Yes,6d38dce5_3924693430944195,-1135017135-3.92469343094e+15,1,Desktop,TRUE,en,FALSE,US,United States
mGJ4AhmTv3uhivkmZ,Switch,Yes,d1c364b9_8985621641561918,1757789536-8.98562164156e+15,1,Desktop,TRUE,en,TRUE,US,United States
MFGSGG4N2ocuNSgJG,Switch,Yes,6d38dce5_3924693430944195,-1135017135-3.92469343094e+15,3,Desktop,TRUE,en,FALSE,US,United States
MMDBgPKMJs2W5C92r,Footbridge,No,d1c364b9_8985621641561918,1757789536-8.98562164156e+15,3,Desktop,FALSE,en,TRUE,US,United States
m8z9EJsBfNcPf2zT8,Switch,Yes,f4f81a3d_2239216978647569,-1764743476-2.23921697865e+15,2,Desktop,FALSE,en,TRUE,US,United States
mvb5wS5g49QWskztP,Footbridge,No,f4f81a3d_2239216978647569,-1764743476-2.23921697865e+15,3,Desktop,TRUE,en,TRUE,US,United States
8fvoixgbjdcMzhRxQ,Switch,Yes,f4f81a3d_8971479320854662,-1925902723-8.97147932085e+15,1,Desktop,FALSE,en,TRUE,US,United States
qobThgf3Lfbj3Z4b7,Footbridge,Yes,f4f81a3d_8971479320854662,-1925902723-8.97147932085e+15,3,Desktop,TRUE,en,TRUE,US,United States
kFLinn3pWucMSPmdJ,Switch,Yes,005ad690_1220519141300395,401378969-1.2205191413e+15,1,Desktop,FALSE,en,TRUE,US,United States
D2xkG3dMetddXyjiC,Footbridge,Yes,005ad690_1220519141300395,401378969-1.2205191413e+15,3,Desktop,TRUE,en,TRUE,US,United States
QTFShPmgop48vQ7Wp,Switch,Yes,f4f81a3d_9375003206260470,-1737939439-9.37500320626e+15,1,Desktop,TRUE,en,TRUE,US,United States
DDsvwapWQDFbNvDKz,Footbridge,Yes,f4f81a3d_9375003206260470,-1737939439-9.37500320626e+15,3,Desktop,TRUE,en,TRUE,US,United States
74w63Qb4fqn37oWjA,Footbridge,Yes,f4f81a3d_7572450767508867,120971981-7.57245076751e+15,2,Desktop,TRUE,en,FALSE,US,United States
Go8uHJLPdtM6E3S6q,Switch,Yes,f4f81a3d_7572450767508867,120971981-7.57245076751e+15,3,Desktop,FALSE,en,FALSE,US,United States
bZnvXaBqeuSiC752P,Switch,Yes,f4f81a3d_2158618022783138,1960493429-2.15861802278e+15,1,Desktop,FALSE,en,TRUE,US,United States
TscpJSyjmrt2sLMgD,Footbridge,Yes,f4f81a3d_2158618022783138,1960493429-2.15861802278e+15,3,Desktop,TRUE,en,TRUE,US,United States
6s8ojWEecEDfKCHY4,Footbridge,Yes,3009df2c_7829499387727723,-1571114312-7.82949938773e+15,1,Desktop,TRUE,en,TRUE,US,United States
AiNL9TjwFBRgfSXPt,Switch,Yes,3009df2c_7829499387727723,-1571114312-7.82949938773e+15,2,Desktop,FALSE,en,TRUE,US,United States
2sfu8yCoHoKnpMykk,Footbridge,Yes,289bc576_5132056231008828,1688940246-5.13205623101e+15,2,Desktop,TRUE,en,TRUE,US,United States
9iooxENnMLD7BYSkx,Switch,Yes,289bc576_5132056231008828,1688940246-5.13205623101e+15,3,Desktop,FALSE,en,TRUE,US,United States
ADC6o8AJrMqhcHrNf,Footbridge,Yes,22aa88c4_7665145911543182,-1755317815-7.66514591154e+15,1,Desktop,TRUE,en,TRUE,US,United States
va4FhdSxjqjxfLLdm,Switch,Yes,22aa88c4_7665145911543182,-1755317815-7.66514591154e+15,2,Desktop,FALSE,en,TRUE,US,United States
3XbyCeGJ5nZdfW84F,Switch,No,c8cae494_512776444564513,143845228-5.12776444565e+14,2,Desktop,FALSE,en,TRUE,US,United States
ArTsJosyQArsR5JSA,Footbridge,No,c8cae494_512776444564513,143845228-5.12776444565e+14,3,Desktop,FALSE,en,TRUE,US,United States
XDMgSHJcQtptrcG9p,Switch,Yes,fffab290_3055922228845631,-1147386206-3.05592222885e+15,2,Desktop,TRUE,en,TRUE,US,United States
Stc67jhLHcJk9LuJ4,Footbridge,Yes,fffab290_3055922228845631,-1147386206-3.05592222885e+15,3,Desktop,TRUE,en,TRUE,US,United States
MCo2yiEbapEbGCSzt,Switch,Yes,623125c5_349080599782731,1112205849-3.49080599783e+14,2,Desktop,FALSE,en,TRUE,US,United States
AeeMieMkuYoeAfQ6d,Footbridge,Yes,623125c5_349080599782731,1112205849-3.49080599783e+14,3,Desktop,TRUE,en,TRUE,US,United States
b89GdwDk53dTrSzHD,Switch,Yes,623c8519_2585572297457230,-1453365757-2.58557229746e+15,1,Desktop,FALSE,en,TRUE,US,United States
CrtCC2CvgeTsnMZ4k,Footbridge,Yes,623c8519_2585572297457230,-1453365757-2.58557229746e+15,3,Desktop,FALSE,en,TRUE,US,United States
6JgtdX3XJSTxWSh37,Switch,No,a889a58d_5316550032668139,80000926-5.31655003267e+15,1,Desktop,FALSE,en,TRUE,US,United States
jFYk3vsbKx6t8ijr8,Footbridge,Yes,a889a58d_5316550032668139,80000926-5.31655003267e+15,3,Desktop,TRUE,en,TRUE,US,United States
Kr2hdMDPErMnww8Yd,Switch,Yes,5bbeab5b_9383296450801950,-194616419-9.3832964508e+15,1,Desktop,FALSE,en,TRUE,US,United States
iuN5ZzcoBebZ7tGbr,Footbridge,Yes,5bbeab5b_9383296450801950,-194616419-9.3832964508e+15,2,Desktop,FALSE,en,TRUE,US,United States
bBsq6xWMdCkhyBR2x,Footbridge,No,45e6938d_2880405128167049,1715140291-2.88040512817e+15,2,Desktop,FALSE,en,FALSE,US,United States
FDP7DdrqbyGT4yLns,Footbridge,Yes,14a2227b_3415008725343595,657385630-3.41500872534e+15,2,Desktop,TRUE,en,TRUE,US,United States
cGQfMrNyyw8Md8rmg,Switch,Yes,14a2227b_3415008725343595,657385630-3.41500872534e+15,3,Desktop,FALSE,en,TRUE,US,United States
YYzzRDxBbWg8cho2G,Switch,Yes,3fcf2f53_9164044918787620,1789407259-9.16404491879e+15,1,Desktop,FALSE,en,TRUE,US,United States
trsuvxizwZbBdYP5T,Footbridge,No,3fcf2f53_9164044918787620,1789407259-9.16404491879e+15,2,Desktop,FALSE,en,TRUE,US,United States
uh7z8CtytEifY5XHs,Switch,Yes,50a905fa_4163184130720179,1701984010-4.16318413072e+15,1,Desktop,TRUE,en,TRUE,US,United States
2waFid8L4hzJX6HYB,Footbridge,Yes,50a905fa_4163184130720179,1701984010-4.16318413072e+15,3,Desktop,FALSE,en,TRUE,US,United States
qHPzPfdX6F74oCmLR,Footbridge,Yes,eb65d313_131833924427351,-10885478-1.31833924427e+14,1,Desktop,TRUE,en,TRUE,US,United States
gT32xpoZD298RQPCK,Switch,Yes,eb65d313_131833924427351,-10885478-1.31833924427e+14,3,Desktop,TRUE,en,TRUE,US,United States
csND66fJdDg9StQZw,Footbridge,Yes,b5b7a95c_4697932409818413,-169108236-4.69793240982e+15,1,Desktop,FALSE,en,TRUE,US,United States
biwkqLp5CQTmiwZjR,Switch,Yes,46bbcd21_5928500951136102,-910353188-5.92850095114e+15,1,Desktop,TRUE,en,TRUE,US,United States
hszaG9qWBzp37pXZB,Footbridge,Yes,46bbcd21_5928500951136102,-910353188-5.92850095114e+15,3,Desktop,FALSE,en,TRUE,US,United States
viMGHRdCephcEacBW,Switch,Yes,b5b7a95c_4697932409818413,-169108236-4.69793240982e+15,3,Desktop,TRUE,en,TRUE,US,United States
W6tEdcLPbcp3qq4FH,Switch,Yes,4e5ed2da_5253187567643354,-1991710932-5.25318756764e+15,1,Desktop,TRUE,en,TRUE,US,United States
gqGbM4TBwv5RZWeJb,Footbridge,No,4e5ed2da_5253187567643354,-1991710932-5.25318756764e+15,2,Desktop,TRUE,en,TRUE,US,United States
tvAkkDPtkMXFkkNAt,Footbridge,Yes,eea27b6d_5881096443409249,396988362-5.88109644341e+15,2,Desktop,TRUE,en,TRUE,US,United States
XbFzxQBS7G69GpArH,Switch,Yes,eea27b6d_5881096443409249,396988362-5.88109644341e+15,3,Desktop,TRUE,en,TRUE,US,United States
4PMuaQoLWnsJiptSv,Switch,Yes,bca9affc_8482614953515064,-212675689-8.48261495352e+15,1,Desktop,TRUE,en,TRUE,US,United States
7CFc6rG4wLLrdnkvr,Footbridge,No,bca9affc_8482614953515064,-212675689-8.48261495352e+15,3,Desktop,FALSE,en,TRUE,US,United States
sWQpPff2FMxYPtzHH,Switch,Yes,eeda3430_5052294355367850,1428100063-5.05229435537e+15,1,Desktop,FALSE,en,FALSE,US,United States
ZhjoDGrJq2LQN3r2j,Footbridge,No,eeda3430_5052294355367850,1428100063-5.05229435537e+15,3,Desktop,FALSE,en,FALSE,US,United States
ZvXbfDdDZXT9zYabT,Switch,No,ecf25e1d_1887213121790916,-1563077459-1.88721312179e+15,2,Desktop,FALSE,en,TRUE,US,United States
jFbqBqdCRjzA2tZNK,Footbridge,No,ecf25e1d_1887213121790916,-1563077459-1.88721312179e+15,3,Desktop,TRUE,en,TRUE,US,United States
oNc5eE9y9eEricTez,Switch,Yes,ff801282_4979111370630562,-1895532852-4.97911137063e+15,2,Desktop,FALSE,en,FALSE,US,United States
eiDt9jWfPnZcuTunn,Footbridge,Yes,ff801282_4979111370630562,-1895532852-4.97911137063e+15,3,Desktop,FALSE,en,FALSE,US,United States
dkEPMLCbu8y52YX6s,Switch,No,8a6c1bf7_9807893924572672,1844780035-9.80789392457e+15,1,Desktop,FALSE,en,TRUE,US,United States
rF8RiXoRrKdfJyHQ2,Footbridge,No,8a6c1bf7_9807893924572672,1844780035-9.80789392457e+15,3,Desktop,TRUE,en,TRUE,US,United States
vvZxJNAusYmcREA3B,Footbridge,No,8a6c1bf7_9807893924572672,1925125401-9.80789392457e+15,1,Desktop,FALSE,en,FALSE,US,United States
5SECCXQWRRhWgAm3i,Switch,Yes,8a6c1bf7_9807893924572672,1925125401-9.80789392457e+15,2,Desktop,TRUE,en,FALSE,US,United States
TTSZbdAsmv9e6Smor,Switch,Yes,62606705_9665213366049576,-612794975-9.66521336605e+15,1,Desktop,FALSE,en,FALSE,US,United States
j5g28jiHMieTNXgPu,Footbridge,Yes,62606705_9665213366049576,-612794975-9.66521336605e+15,2,Desktop,TRUE,en,FALSE,US,United States
u2BRQm4NZ9HFfDrfA,Switch,Yes,effe7082_905931061133742,1981367589-9.05931061134e+14,2,Mobile,FALSE,en,TRUE,US,United States
PySkwZ6qM6FTvrceW,Footbridge,Yes,effe7082_905931061133742,1981367589-9.05931061134e+14,3,Mobile,FALSE,en,TRUE,US,United States
Kn6junXymEppXaS4b,Footbridge,Yes,ee5cc67a_4793651604302414,1618182804-4.7936516043e+15,1,Desktop,FALSE,en,TRUE,US,United States
8g78XLzRgvnoMHZuJ,Switch,Yes,ee5cc67a_4793651604302414,1618182804-4.7936516043e+15,3,Desktop,FALSE,en,TRUE,US,United States
92Yyt9Bv6xpvhSc7E,Footbridge,No,977b1569_7239411141152952,-1972882201-7.23941114115e+15,1,Desktop,FALSE,en,TRUE,US,United States
65SmGwxuCzmvLbdGh,Switch,No,977b1569_7239411141152952,-1972882201-7.23941114115e+15,2,Desktop,FALSE,en,TRUE,US,United States
AupyNjaYoo3gd8DoX,Footbridge,Yes,2a3accdb_1752642825595536,-1293095609-1.7526428256e+15,2,Desktop,TRUE,en,TRUE,US,United States
Cus7tPb5wPagytons,Switch,Yes,2a3accdb_1752642825595536,-1293095609-1.7526428256e+15,3,Desktop,TRUE,en,TRUE,US,United States
BhNbHMf9rJ5mZpeER,Footbridge,No,2c06700b_1897204975807147,-1156161338-1.89720497581e+15,2,Desktop,TRUE,en,TRUE,US,United States
nYCjBFXnsoiKtPRWW,Switch,Yes,2c06700b_1897204975807147,-1156161338-1.89720497581e+15,3,Desktop,TRUE,en,TRUE,US,United States
fNeRoZbixrpHg2DEK,Footbridge,No,2c06700b_1897204975807147,-1385397305-1.89720497581e+15,2,Desktop,TRUE,en,TRUE,US,United States
Fagj2yFmWodE8FCBb,Switch,Yes,2c06700b_1897204975807147,-1385397305-1.89720497581e+15,3,Desktop,TRUE,en,TRUE,US,United States
LvbPhi7jiER6x6deZ,Footbridge,No,07160c51_6078865861159386,1159167446-6.07886586116e+15,1,Desktop,FALSE,en,TRUE,US,United States
ysPioCXZ8Ztz247fp,Switch,Yes,07160c51_6078865861159386,1159167446-6.07886586116e+15,2,Desktop,FALSE,en,TRUE,US,United States
5krddQSbx6mHkWGhB,Switch,Yes,06ada178_8168197079481350,191338065-8.16819707948e+15,1,Desktop,FALSE,en,TRUE,US,United States
hnzN7kB8R3p8e3xKH,Footbridge,No,06ada178_8168197079481350,191338065-8.16819707948e+15,3,Desktop,TRUE,en,TRUE,US,United States
mEKTA4b6M4wJXRDMj,Footbridge,Yes,a8ac6bdb_9913422010560018,-847750961-9.91342201056e+15,1,Desktop,TRUE,en,FALSE,US,United States
5FSN9RxjCEaTKed88,Switch,Yes,a8ac6bdb_9913422010560018,-847750961-9.91342201056e+15,3,Desktop,FALSE,en,FALSE,US,United States
