PID,area,price,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Year.Built,Foundation,Heating,Electrical
905475160,1089,125000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1954,CBlock,GasW,SBrkr
905475500,845,84000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,1957,Slab,GasA,SBrkr
905476230,1049,139500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1984,CBlock,GasA,SBrkr
905478030,1716,131000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1949,CBlock,GasA,SBrkr
905480030,1258,105000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1939,BrkTil,GasA,SBrkr
905480210,1510,108000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1940,CBlock,GasA,SBrkr
906201021,1061,162000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1990,PConc,GasA,SBrkr
906201050,1338,156500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1983,CBlock,GasA,SBrkr
906201130,2132,316600,Pave,NA,IR1,Low,AllPub,Inside,Mod,SawyerW,1983,CBlock,GasA,SBrkr
906203120,2196,271900,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,1990,CBlock,GasA,SBrkr
906223060,1775,213000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1993,PConc,GasA,SBrkr
906223080,1879,239900,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,1993,PConc,GasA,SBrkr
906223210,2020,239500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1995,PConc,GasA,SBrkr
906226060,2016,131000,Pave,NA,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,1880,PConc,GasA,SBrkr
906226070,1535,118964,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,1979,Slab,GasA,SBrkr
906226080,1224,153337,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,1979,CBlock,GasA,SBrkr
906226090,2228,147983,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1979,Slab,GasA,SBrkr
906226100,1535,118858,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,1979,Slab,GasA,SBrkr
906226110,1535,118858,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,1979,Slab,GasA,SBrkr
906226120,2240,142953,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1979,Slab,GasA,SBrkr
906226130,1229,148325,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1979,CBlock,GasA,SBrkr
906226140,1513,113722,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,1979,Slab,GasA,SBrkr
906230010,2787,269500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,2000,PConc,GasA,SBrkr
906230020,2787,269500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,2000,PConc,GasA,SBrkr
906230030,2787,269500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,2000,PConc,GasA,SBrkr
906340100,1680,323262,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2009,PConc,GasA,SBrkr
906340110,1718,297000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2007,PConc,GasA,SBrkr
906340120,1630,295493,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,2008,PConc,GasA,SBrkr
906340130,1720,332000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,2008,PConc,GasA,SBrkr
906378110,1468,239900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2008,PConc,GasA,SBrkr
906380050,1768,212000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,2007,PConc,GasA,SBrkr
906380060,1838,272500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,2007,PConc,GasA,SBrkr
906380100,1800,239000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,2007,PConc,GasA,SBrkr
906380130,1604,220000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2006,PConc,GasA,SBrkr
906380210,1290,200000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2007,PConc,GasA,SBrkr
906380220,1254,221800,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,2008,PConc,GasA,SBrkr
906392070,1232,194500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2007,PConc,GasA,SBrkr
906392110,1498,237000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2005,PConc,GasA,SBrkr
906392130,1422,173000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,2005,PConc,GasA,SBrkr
906402060,1644,275000,Pave,NA,Reg,Low,AllPub,Inside,Mod,SawyerW,1989,PConc,GasA,SBrkr
906426210,1759,233500,Pave,NA,IR1,HLS,AllPub,CulDSac,Mod,ClearCr,1992,PConc,GasA,SBrkr
906475070,2126,185000,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,1967,PConc,GasA,SBrkr
907126010,1040,152000,Pave,NA,IR2,Low,AllPub,Corner,Mod,CollgCr,1996,PConc,GasA,SBrkr
907126050,990,143000,Pave,NA,Reg,Low,AllPub,Inside,Mod,CollgCr,1994,PConc,GasA,SBrkr
907130100,1764,231500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1997,PConc,GasA,SBrkr
907131090,1661,212000,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,1996,PConc,GasA,SBrkr
907131190,1463,207000,Pave,NA,IR2,Low,AllPub,Inside,Gtl,CollgCr,1998,PConc,GasA,SBrkr
907135040,1097,145000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,1994,PConc,GasA,SBrkr
907135170,990,138000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1994,PConc,GasA,SBrkr
907175100,1779,197900,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,1998,PConc,GasA,SBrkr
907180130,1501,204000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1999,PConc,GasA,SBrkr
907181100,1431,192000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1999,PConc,GasA,SBrkr
907185050,1772,200000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1998,PConc,GasA,SBrkr
907192030,1660,195000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,2002,PConc,GasA,SBrkr
907192090,1573,227000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,2002,PConc,GasA,SBrkr
907194010,1840,230000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2001,PConc,GasA,SBrkr
907194110,1430,187100,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,2001,PConc,GasA,SBrkr
907194160,1444,203000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,2002,PConc,GasA,SBrkr
907196060,1492,201000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2001,PConc,GasA,SBrkr
907200230,1040,124000,Pave,NA,Reg,HLS,AllPub,Inside,Mod,CollgCr,1978,CBlock,GasA,SBrkr
907201220,907,140000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,1978,BrkTil,GasA,SBrkr
907201280,914,134900,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1979,CBlock,GasA,SBrkr
907202050,1040,150500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1977,CBlock,GasA,SBrkr
907202080,864,136500,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,1978,CBlock,GasA,SBrkr
907202130,1268,143500,Pave,NA,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,1977,CBlock,GasA,SBrkr
907227030,864,133500,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,1972,CBlock,GasA,SBrkr
907227080,894,123000,Pave,NA,Reg,Low,AllPub,Inside,Gtl,CollgCr,1972,CBlock,GasA,SBrkr
907227110,768,133900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1972,CBlock,GasA,SBrkr
907227290,768,133000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,1972,CBlock,GasA,SBrkr
907250070,1611,250000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,2002,PConc,GasA,SBrkr
907252060,2184,254750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,2003,PConc,GasA,SBrkr
907252210,1788,236500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2001,PConc,GasA,SBrkr
907252220,1872,261500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2001,PConc,GasA,SBrkr
907253130,2153,313000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2000,PConc,GasA,SBrkr
907260030,1725,198500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2002,PConc,GasA,SBrkr
907265010,1870,211000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,2001,PConc,GasA,SBrkr
907275010,1513,220000,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,1999,PConc,GasA,SBrkr
907275090,1504,203000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1996,PConc,GasA,SBrkr
907275140,1828,279500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2002,PConc,GasA,SBrkr
907280170,1417,210000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1997,PConc,GasA,SBrkr
907285020,2034,219500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1997,PConc,GasA,SBrkr
907285050,1716,191000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1996,PConc,GasA,SBrkr
907290070,1212,178000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2001,PConc,GasA,SBrkr
907290090,1630,213000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2000,PConc,GasA,SBrkr
907290180,848,144000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2003,PConc,GasA,SBrkr
907290210,848,140000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2003,PConc,GasA,SBrkr
907410130,1602,293200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,2007,PConc,GasA,SBrkr
907412020,1728,190000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,2004,PConc,GasA,SBrkr
907414020,1500,190000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,2004,PConc,GasA,SBrkr
907414080,1476,173500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,2005,PConc,GasA,SBrkr
907420040,1396,170000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,2007,PConc,GasA,SBrkr
908102050,1126,108000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1949,CBlock,GasA,SBrkr
908102270,1486,167000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1964,PConc,GasA,SBrkr
908102290,816,100000,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Edwards,1938,CBlock,GasA,SBrkr
908128060,1922,198500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,2003,Slab,GasA,SBrkr
908151050,1426,159500,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,Edwards,1977,CBlock,GasA,SBrkr
908152035,1149,127000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1960,CBlock,GasA,SBrkr
908152100,1125,125000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1976,CBlock,GasA,SBrkr
908154040,1698,320000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,2007,PConc,GasA,SBrkr
908186080,1072,145500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,2005,Wood,GasA,SBrkr
908201040,698,118000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1947,CBlock,GasA,SBrkr
908203090,876,85000,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Edwards,1959,CBlock,GasA,FuseA
908225290,1368,120000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1950,CBlock,GasA,FuseA
908225370,1529,98000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1945,Slab,Wall,FuseF
908229020,864,99900,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1922,PConc,GasA,SBrkr
908250030,944,82000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1952,Slab,GasW,FuseF
908275040,1678,119900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1959,CBlock,GasA,SBrkr
908275110,1560,103500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1956,CBlock,GasA,SBrkr
908276150,960,112000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,1956,CBlock,GasA,FuseA
909101010,1196,110000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1920,BrkTil,GasA,SBrkr
909101100,1298,122000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1941,CBlock,GasA,SBrkr
909101140,1604,117000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1941,CBlock,GasA,SBrkr
909129090,1268,160000,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,1938,PConc,GasA,SBrkr
909129100,1520,159434,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,1932,BrkTil,GasA,SBrkr
909175080,438,60000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,1920,CBlock,GasA,FuseF
909178160,1489,139500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,1940,BrkTil,GasA,SBrkr
909179020,3082,197000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU,1920,BrkTil,GasA,SBrkr
909250080,1242,105000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,1935,BrkTil,GasA,FuseF
909250220,1981,135000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,1928,BrkTil,GasA,SBrkr
909251050,1232,147500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1916,BrkTil,GasA,SBrkr
909251170,1608,137450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,1925,BrkTil,GasA,SBrkr
909252020,1135,155000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,1936,PConc,GasA,SBrkr
909253010,1913,177000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,1928,BrkTil,GasA,SBrkr
909253180,1477,145000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,1928,BrkTil,GasA,SBrkr
909254010,1228,137000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1918,BrkTil,GasA,SBrkr
909257050,2080,234000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1926,BrkTil,GasA,SBrkr
909275080,1567,205000,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Crawfor,1940,CBlock,GasA,SBrkr
909276110,1494,177500,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,1942,CBlock,GasA,SBrkr
909276200,1308,160000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Crawfor,1940,BrkTil,GasA,SBrkr
909277090,1273,155000,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,1960,CBlock,GasA,SBrkr
909277100,964,163500,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,1921,BrkTil,GasA,SBrkr
909278020,1343,154900,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,1921,BrkTil,GasA,SBrkr
909279010,2480,205000,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Crawfor,1940,BrkTil,GasA,SBrkr
909282130,1112,144800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1954,BrkTil,GasA,SBrkr
909425060,1564,174500,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,1941,CBlock,GasA,SBrkr
909425130,1561,193000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,1960,CBlock,GasA,SBrkr
909426090,1523,158000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,1949,BrkTil,GasW,SBrkr
909427200,1152,158500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1950,CBlock,GasA,SBrkr
909428240,1906,224000,Pave,NA,Reg,Bnk,AllPub,Corner,Mod,Crawfor,1954,PConc,GasA,SBrkr
909451040,1032,115000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blueste,1980,CBlock,GasA,SBrkr
909451100,1229,137000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blueste,1980,CBlock,GasA,SBrkr
909451140,1229,121000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blueste,1980,CBlock,GasA,SBrkr
909451180,1229,124000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blueste,1980,CBlock,GasA,SBrkr
909452050,1982,208000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,1986,CBlock,GasA,SBrkr
909475040,2365,315000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,1971,CBlock,GasA,SBrkr
909475300,1680,222000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,1988,CBlock,GasA,SBrkr
910202070,1344,147000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1920,CBlock,GasA,FuseA
910204050,2168,123000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,1900,BrkTil,GasA,SBrkr
910205020,1192,78000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1920,PConc,GasA,SBrkr
911103050,1526,85000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,1915,CBlock,GasA,SBrkr
911104060,572,75000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1925,BrkTil,GasA,FuseP
911370500,1648,230000,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,2007,PConc,GasA,SBrkr
912251110,810,57625,Grvl,NA,Reg,Lvl,NoSewr,Inside,Gtl,IDOTRR,1910,CBlock,GasA,FuseA
914465020,2052,251000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,2000,PConc,GasA,SBrkr
914465040,2149,239686,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,2003,PConc,GasA,SBrkr
914465055,1710,240000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,2004,PConc,GasA,SBrkr
914474070,1961,215000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,2001,PConc,GasA,SBrkr
914475010,926,156450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1977,CBlock,GasA,SBrkr
914475030,1287,173000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,1977,CBlock,GasA,SBrkr
914476020,1734,126000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1977,CBlock,GasA,SBrkr
914476380,1217,173000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,1990,PConc,GasA,SBrkr
914476430,1595,152000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1991,PConc,GasA,SBrkr
916176030,1344,137500,Pave,NA,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,1958,CBlock,GasA,FuseA
916176125,2036,375000,Pave,NA,IR3,Low,AllPub,Inside,Sev,Timber,1965,CBlock,GasW,SBrkr
916380070,1620,315500,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,2007,PConc,GasA,SBrkr
916382010,1692,224500,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Timber,2009,PConc,GasA,SBrkr
916382100,2036,410000,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Timber,2008,CBlock,GasA,SBrkr
916382110,1641,316500,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Timber,2008,PConc,GasA,SBrkr
916386140,1466,201000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,2007,PConc,GasA,SBrkr
916403010,1412,175000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,1988,CBlock,GasA,SBrkr
916403200,2237,204000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,1980,PConc,GasA,SBrkr
916403250,1479,213500,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,1987,PConc,GasA,SBrkr
916455070,1296,220000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,2001,PConc,GasA,SBrkr
916460110,2014,170000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,2003,PConc,GasA,SBrkr
916475040,1838,315000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,2006,PConc,GasA,SBrkr
921128050,1978,425000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,2007,PConc,GasA,SBrkr
923201100,1008,139500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,1968,CBlock,GasA,SBrkr
923202060,1771,115000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1960,Slab,GasA,SBrkr
923203110,1204,162000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,1998,PConc,GasA,SBrkr
923203190,1224,165000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,1999,PConc,GasA,SBrkr
923225360,988,91000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1973,CBlock,GasA,SBrkr
923225490,874,130000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1968,CBlock,GasA,SBrkr
923226270,630,86000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1970,CBlock,GasA,SBrkr
923227080,1404,160000,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,1969,CBlock,GasA,SBrkr
923228110,630,80000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1970,CBlock,GasA,SBrkr
923228150,1344,97000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1970,CBlock,GasA,SBrkr
923228230,1092,88000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1970,CBlock,GasA,SBrkr
923230200,796,131900,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,1972,CBlock,GasA,SBrkr
923252075,1091,131250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1993,CBlock,GasA,SBrkr
923275040,1110,165500,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,1978,PConc,GasA,SBrkr
923275140,833,112000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,1985,CBlock,GasA,SBrkr
923276260,883,149000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1992,PConc,GasA,SBrkr
923400025,1362,143000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,1993,Wood,GasA,SBrkr
923400110,1287,130000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1992,PConc,GasA,SBrkr
924100040,1567,196000,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,1977,PConc,GasA,SBrkr
924100060,1632,173000,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,1969,CBlock,GasA,SBrkr
526351030,1414,176500,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,1958,CBlock,GasA,SBrkr
526353050,2117,237500,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,1970,CBlock,GasA,SBrkr
526354070,2112,206900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1969,CBlock,GasA,SBrkr
527105050,1604,187500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1997,PConc,GasA,SBrkr
527106050,1470,165000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1995,PConc,GasA,SBrkr
527106140,1604,195500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1998,PConc,GasA,SBrkr
527106150,1638,192000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1998,PConc,GasA,SBrkr
527107010,1636,173000,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,1996,PConc,GasA,SBrkr
527107090,1384,177900,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1996,PConc,GasA,SBrkr
527107210,1446,175000,Pave,NA,IR2,HLS,AllPub,FR2,Gtl,Gilbert,1996,PConc,GasA,SBrkr
527127140,1593,286000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,2001,PConc,GasA,SBrkr
527131110,1682,247900,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,1997,PConc,GasA,SBrkr
527140090,1337,180000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,1993,PConc,GasA,SBrkr
527145090,1280,180000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,1992,PConc,GasA,SBrkr
527161010,1604,181000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1997,PConc,GasA,SBrkr
527162180,1633,183000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1998,PConc,GasA,SBrkr
527163100,1658,188000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1995,PConc,GasA,SBrkr
527164120,1895,194500,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1994,PConc,GasA,SBrkr
527165010,1709,185000,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Gilbert,1991,PConc,GasA,SBrkr
527183030,1228,189000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,1988,PConc,GasA,SBrkr
527183060,1337,188500,Pave,NA,IR1,HLS,AllPub,Inside,Mod,StoneBr,1989,PConc,GasA,SBrkr
527208010,2500,355000,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,StoneBr,2005,PConc,GasA,SBrkr
527212050,2504,325000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,2005,PConc,GasA,SBrkr
527214030,1884,387000,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,2004,PConc,GasA,SBrkr
527226020,1474,115000,Pave,NA,IR1,Bnk,NoSewr,FR2,Gtl,Gilbert,1952,CBlock,GasA,FuseA
